event_type,event_timestamp,example_number,prompt_tokens,completion_tokens,total_tokens,llm_name,tool_name,function_name,function_id,parent_function_name,parent_function_id,UUID,framework,NOVA-Event-ID,NOVA-Requests-Remaining-In-Event,NOVA-Time-To-Next-Event,NOVA-Time-To-Event-End,NOVA-Predicted-OSL,NOVA-Time-To-Session-End
LLM_NEW_TOKEN,1765872845.306266,0,0,0,0,,,<workflow>,ac682da5-01f2-4e77-a318-c4bfe8ce36d8,root,root,6f095eee-6864-4f9f-9a67-c32b735f17fd,langchain,<workflow>,1.0,5625.781059265137,5625.781059265137,,7387.821912765503
LLM_NEW_TOKEN,1765872845.319838,0,0,0,0,,,<workflow>,ac682da5-01f2-4e77-a318-c4bfe8ce36d8,root,root,6f095eee-6864-4f9f-9a67-c32b735f17fd,langchain,<workflow>,1.0,5612.20908164978,5612.20908164978,,7374.2499351501465
LLM_NEW_TOKEN,1765872845.319991,0,0,0,0,,,<workflow>,ac682da5-01f2-4e77-a318-c4bfe8ce36d8,root,root,6f095eee-6864-4f9f-9a67-c32b735f17fd,langchain,<workflow>,1.0,5612.056016921997,5612.056016921997,,7374.096870422363
LLM_NEW_TOKEN,1765872845.333227,0,0,0,0,,,<workflow>,ac682da5-01f2-4e77-a318-c4bfe8ce36d8,root,root,6f095eee-6864-4f9f-9a67-c32b735f17fd,langchain,<workflow>,1.0,5598.820209503174,5598.820209503174,,7360.86106300354
LLM_NEW_TOKEN,1765872845.33345,0,0,0,0,,,<workflow>,ac682da5-01f2-4e77-a318-c4bfe8ce36d8,root,root,6f095eee-6864-4f9f-9a67-c32b735f17fd,langchain,<workflow>,1.0,5598.597049713135,5598.597049713135,,7360.637903213501
LLM_NEW_TOKEN,1765872845.34704,0,0,0,0,,,<workflow>,ac682da5-01f2-4e77-a318-c4bfe8ce36d8,root,root,6f095eee-6864-4f9f-9a67-c32b735f17fd,langchain,<workflow>,1.0,5585.007190704346,5585.007190704346,,7347.048044204712
LLM_NEW_TOKEN,1765872845.3471959,0,0,0,0,,,<workflow>,ac682da5-01f2-4e77-a318-c4bfe8ce36d8,root,root,6f095eee-6864-4f9f-9a67-c32b735f17fd,langchain,<workflow>,1.0,5584.851264953613,5584.851264953613,,7346.8921184539795
LLM_NEW_TOKEN,1765872845.3615649,0,0,0,0,,,<workflow>,ac682da5-01f2-4e77-a318-c4bfe8ce36d8,root,root,6f095eee-6864-4f9f-9a67-c32b735f17fd,langchain,<workflow>,1.0,5570.48225402832,5570.48225402832,,7332.5231075286865
LLM_NEW_TOKEN,1765872845.361737,0,0,0,0,,,<workflow>,ac682da5-01f2-4e77-a318-c4bfe8ce36d8,root,root,6f095eee-6864-4f9f-9a67-c32b735f17fd,langchain,<workflow>,1.0,5570.310115814209,5570.310115814209,,7332.350969314575
LLM_NEW_TOKEN,1765872845.3746529,0,0,0,0,,,<workflow>,ac682da5-01f2-4e77-a318-c4bfe8ce36d8,root,root,6f095eee-6864-4f9f-9a67-c32b735f17fd,langchain,<workflow>,1.0,5557.39426612854,5557.39426612854,,7319.435119628906
LLM_NEW_TOKEN,1765872845.374869,0,0,0,0,,,<workflow>,ac682da5-01f2-4e77-a318-c4bfe8ce36d8,root,root,6f095eee-6864-4f9f-9a67-c32b735f17fd,langchain,<workflow>,1.0,5557.178020477295,5557.178020477295,,7319.218873977661
LLM_NEW_TOKEN,1765872845.3887901,0,0,0,0,,,<workflow>,ac682da5-01f2-4e77-a318-c4bfe8ce36d8,root,root,6f095eee-6864-4f9f-9a67-c32b735f17fd,langchain,<workflow>,1.0,5543.256998062134,5543.256998062134,,7305.2978515625
LLM_NEW_TOKEN,1765872845.3889909,0,0,0,0,,,<workflow>,ac682da5-01f2-4e77-a318-c4bfe8ce36d8,root,root,6f095eee-6864-4f9f-9a67-c32b735f17fd,langchain,<workflow>,1.0,5543.05624961853,5543.05624961853,,7305.0971031188965
LLM_NEW_TOKEN,1765872845.402105,0,0,0,0,,,<workflow>,ac682da5-01f2-4e77-a318-c4bfe8ce36d8,root,root,6f095eee-6864-4f9f-9a67-c32b735f17fd,langchain,<workflow>,1.0,5529.942035675049,5529.942035675049,,7291.982889175415
LLM_NEW_TOKEN,1765872845.40231,0,0,0,0,,,<workflow>,ac682da5-01f2-4e77-a318-c4bfe8ce36d8,root,root,6f095eee-6864-4f9f-9a67-c32b735f17fd,langchain,<workflow>,1.0,5529.737234115601,5529.737234115601,,7291.778087615967
LLM_NEW_TOKEN,1765872845.416084,0,0,0,0,,,<workflow>,ac682da5-01f2-4e77-a318-c4bfe8ce36d8,root,root,6f095eee-6864-4f9f-9a67-c32b735f17fd,langchain,<workflow>,1.0,5515.963077545166,5515.963077545166,,7278.003931045532
LLM_NEW_TOKEN,1765872845.416281,0,0,0,0,,,<workflow>,ac682da5-01f2-4e77-a318-c4bfe8ce36d8,root,root,6f095eee-6864-4f9f-9a67-c32b735f17fd,langchain,<workflow>,1.0,5515.766143798828,5515.766143798828,,7277.806997299194
LLM_NEW_TOKEN,1765872845.429999,0,0,0,0,,,<workflow>,ac682da5-01f2-4e77-a318-c4bfe8ce36d8,root,root,6f095eee-6864-4f9f-9a67-c32b735f17fd,langchain,<workflow>,1.0,5502.048015594482,5502.048015594482,,7264.088869094849
LLM_NEW_TOKEN,1765872845.430187,0,0,0,0,,,<workflow>,ac682da5-01f2-4e77-a318-c4bfe8ce36d8,root,root,6f095eee-6864-4f9f-9a67-c32b735f17fd,langchain,<workflow>,1.0,5501.86014175415,5501.86014175415,,7263.900995254517
LLM_NEW_TOKEN,1765872845.444447,0,0,0,0,,,<workflow>,ac682da5-01f2-4e77-a318-c4bfe8ce36d8,root,root,6f095eee-6864-4f9f-9a67-c32b735f17fd,langchain,<workflow>,1.0,5487.600088119507,5487.600088119507,,7249.640941619873
LLM_NEW_TOKEN,1765872845.444649,0,0,0,0,,,<workflow>,ac682da5-01f2-4e77-a318-c4bfe8ce36d8,root,root,6f095eee-6864-4f9f-9a67-c32b735f17fd,langchain,<workflow>,1.0,5487.398147583008,5487.398147583008,,7249.439001083374
LLM_NEW_TOKEN,1765872845.458297,0,0,0,0,,,<workflow>,ac682da5-01f2-4e77-a318-c4bfe8ce36d8,root,root,6f095eee-6864-4f9f-9a67-c32b735f17fd,langchain,<workflow>,1.0,5473.750114440918,5473.750114440918,,7235.790967941284
LLM_END,1765872845.459268,0,0,0,0,meta/llama-3.3-70b-instruct,,<workflow>,ac682da5-01f2-4e77-a318-c4bfe8ce36d8,root,root,6f095eee-6864-4f9f-9a67-c32b735f17fd,langchain,<workflow>,1.0,5472.779035568237,5472.779035568237,,7234.8198890686035
